CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48453001817,Texas,Travis,True,3616,2046,False,4,0.0011062,False,False,False,False,True,False,10.6999999999999,73047,False,True,False,True,False,False,False,True,0,1954.26451856736,0,0,406.373332811694,0,1954.26451856736,0.540449258453363,406.373332811694,0.112382005755446,321.452399985952,0.088897234509389,214.706052746871,0.059376673879113,1604.65731836366,0.443765851317385,133.869033525621,0.037021303519254,73.7646527860197,0.020399516810293,0.964729398488998,0.000266794634538,7.44467206524495,0.002058814177335,133.564114646374,0.036936978607958,400.042304418922,0.110631168257445,114.270258888478,0.055850566416656,53.8219698915418,0.026305948138583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,482,531,3088,170,123,1,14,220,653,244,110
48453001818,Texas,Travis,True,5341,2027,False,10,0.0018723,False,True,False,False,False,True,38.2999999999999,37075,False,True,False,True,False,False,False,False,0,1191.60977428779,0,0,648.391063438262,0,1191.60977428779,0.223106117634861,648.391063438262,0.121398813600124,354.171881915768,0.066311904496493,54.3253717818297,0.010171385841945,830.72035834752,0.155536483495136,91.5293236749421,0.017137113588269,11.3140860263374,0.002118346007552,0.473818272352219,0.000088713400553,17.5240645656449,0.003281045603004,240.048099861596,0.044944411133046,734.983922820305,0.137611668754972,43.1735762279713,0.021299248262443,112.089958262629,0.055298450055565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2977,1325,441,3960,325,66,2,62,926,2760,260,590
48453001819,Texas,Travis,True,4265,1312,False,5,0.0011723,False,True,False,False,False,True,43.8999999999999,26429,False,True,False,True,False,False,False,False,0,1064.46779796527,0,0,767.799563107313,0,1064.46779796527,0.249582133168881,767.799563107313,0.180023344222113,341.779720302321,0.080135925041576,74.8281015188549,0.017544689687891,643.567161002312,0.15089499671801,89.0225942792603,0.020872823981069,28.0658224404905,0.006580497641381,0,0,8.5576502084732,0.002006483050052,295.254569066222,0.069227331551283,637.254960496095,0.149414996599319,47.2776846440538,0.036034820612846,125.01971092791,0.095289413817005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3457,1340,188,2202,332,399,5,44,1283,2820,189,507
48453001820,Texas,Travis,True,7812,2641,False,49,0.0062724,False,True,False,True,True,True,37.1,32102,False,True,False,True,False,False,False,True,0,3997.96972298622,0,0,2664.31388462334,0,3997.96972298622,0.511772878006429,2664.31388462334,0.341054004688089,1211.10409473627,0.155031246125996,119.343531932216,0.015276949812112,1889.40003944933,0.241858684005291,478.483518332242,0.061249810334388,101.653888303786,0.013012530504837,1.15105047741963,0.000147343891119,28.0328598133055,0.003588435715989,1499.24838881194,0.191916076396818,2802.53102703392,0.358746931263943,190.685715223662,0.072202088308846,314.448089068755,0.119064024637923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4221,2348,277,3597,774,173,9,86,3173,5660,341,559
48453001821,Texas,Travis,True,5204,1783,False,6,0.001153,True,True,True,True,True,True,24.1,47632,True,True,True,True,True,False,False,True,1909.71564436703,5164.84860003739,1909.71564436703,1106.19289682433,2749.12900860235,1106.19289682433,5164.84860003739,0.992476671798116,2749.12900860235,0.528272292198761,1445.4051819453,0.277748882003325,389.169178579235,0.074782701494857,2915.7609488964,0.560292265352884,660.604731865692,0.126941724032608,187.312317271484,0.035993911850785,0,0,38.5408344546158,0.007406002008958,1362.62979596527,0.261842774013311,2681.23213769216,0.515225237834773,123.337757282191,0.069174288997303,423.327664303593,0.237424377063148,1909.71564436703,0.366970723360307,1106.19289682433,0.212565891011593,604.940959126688,0.116245380308741,105.526247922563,0.020277910822937,1017.80859148502,0.195581973767299,286.297224916983,0.05501483953055,37.531854116125,0.0072121164712,0,0,12.3011034669179,0.002363778529385,555.776882123667,0.106798017318153,1109.14948343206,0.213134028330527,54.2148380822036,0.03040652724745,151.028455260209,0.084704686068542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260,1458,391,2931,666,189,0,39,1379,2708,131,457
48453001822,Texas,Travis,True,6573,2183,False,3,0.0004564,False,True,False,False,False,True,27.1,40086,False,True,False,True,False,False,False,False,0,2468.15264326334,0,0,1693.44429039955,0,2468.15264326334,0.37549865255794,1693.44429039955,0.257636435478404,795.20682602562,0.120980804202894,175.537158330087,0.026705790100424,1336.62347894534,0.203350597740049,280.259805673966,0.042638035246306,122.652587470365,0.018660061991536,1.57513112202286,0.000239636562,47.7035577946808,0.007257501566207,679.338092949241,0.10335282107854,1525.98335879668,0.232159342582791,78.8673003906151,0.03612794337637,233.392528221476,0.106913663866916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4701,2072,311,3371,704,229,4,97,2168,4578,374,694
48453001823,Texas,Travis,True,6478,1948,False,14,0.0021612,False,True,False,False,False,True,35.6,29757,False,True,False,True,False,False,False,False,0,2161.47195096015,0,0,1555.30758459986,0,2161.47195096015,0.333663468811386,1555.30758459986,0.240090704631039,738.71142147791,0.114033871793441,67.1911798801961,0.01037221054032,1044.42635512745,0.161226667972747,192.237816978115,0.02967548888208,72.9128776339571,0.011255461196968,0,0,22.2059343459773,0.003427899713797,829.688956009376,0.128077949368536,1664.64051571345,0.256968279671729,76.9432968467563,0.039498612344331,176.719029636545,0.090718187698432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5118,2095,194,3016,740,174,0,83,2465,4779,303,636
48453001824,Texas,Travis,True,1734,784,False,0,0,False,True,False,False,False,True,12.3,59896,False,True,False,True,False,False,False,False,0,1192.13659546663,0,0,419.248131920001,0,1192.13659546663,0.687506687120323,419.248131920001,0.24178092959631,206.046624535898,0.118827349790022,167.24455987825,0.096450149872117,886.885601638117,0.511468051694416,74.2273989291861,0.042807035137939,89.1647996976971,0.051421453112859,0,0,8.0784107837826,0.004658829748433,133.780391018022,0.077151321233,288.869442191091,0.166591373812625,9.71225330939523,0.012388078200759,64.4656836491776,0.082226637307625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,300,259,1294,114,108,0,13,205,417,13,89
48453001826,Texas,Travis,True,2276,1137,False,6,0.0026362,False,False,False,False,False,False,8.3,72946,False,True,False,True,False,False,False,False,0,719.622708697395,0,0,242.455610558317,0,719.622708697395,0.316178694506764,242.455610558317,0.106527069665342,153.051091943867,0.067245646724019,14.1165943387895,0.006202370096129,357.427753440628,0.157042070931735,126.044988209381,0.055380047543665,127.916707152733,0.056202419662888,0.884939815383404,0.000388813627146,6.60122382378904,0.002900361961243,100.747108945623,0.044264986355722,232.966459770686,0.102357846999423,24.8983738218597,0.021898305911926,14.6280421485544,0.012865472426169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616,420,276,1363,310,349,6,20,228,543,105,43
48453001828,Texas,Travis,True,3943,1660,False,18,0.0045651,False,False,False,False,False,False,2,106322,True,True,True,True,True,False,False,False,2023.45495040621,3924.80504194065,2023.45495040621,243.081187349831,429.122145329602,243.081187349831,3924.80504194065,0.995385503915965,429.122145329602,0.108831383547959,807.876545857172,0.204888801891243,277.341653763563,0.070337726036917,3372.06580239557,0.855203094698346,197.702558463319,0.050140136561836,154.53244517112,0.039191591471245,1.00000002025626,0.00025361400463,22.9999998799758,0.005833121957894,176.504261129579,0.044763951592589,564.662631784012,0.143206348410858,13.5038055894319,0.008134822644236,31.1329010665394,0.018754759678638,2023.45495040621,0.513176502765969,243.081187349831,0.061648792125243,419.712341982405,0.106444925686636,127.818762160532,0.032416627481748,1741.86854893527,0.441762249286147,109.641467720597,0.027806611138878,81.0430360027239,0.020553648491688,1.00000002025626,0.00025361400463,9.88645951088983,0.00250734453738,80.015456229361,0.020293039875567,259.147027201135,0.065723314025142,5.13273299818229,0.00309200783023,16.0227318813085,0.00965224812127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,812,279,3389,198,155,1,23,177,569,14,31
48453001829,Texas,Travis,True,2443,1407,False,0,0,False,False,False,False,False,False,6,77009,False,True,False,True,False,False,False,False,0,1495.280360464,0,0,346.584363389993,0,1495.280360464,0.612067278126896,346.584363389993,0.141868343589846,224.878575857612,0.092050174317484,72.5194631996855,0.029684594023613,1265.28571660537,0.517922929433227,64.7040755837515,0.026485499624949,62.727451018989,0.025676402381903,0,0,7.4842670187354,0.003063555881595,95.0788372896204,0.038918885505371,258.660934268962,0.105878401256227,8.59144876198843,0.006106218025578,18.2318887834262,0.012957987763629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626,294,101,1999,142,118,0,12,172,471,34,35
48453001832,Texas,Travis,True,2509,1116,False,1,0.0003986,True,True,True,False,False,True,21.8999999999999,36750,True,True,True,True,True,False,False,False,882.359419047832,2509.00000664452,882.359419047832,438.251117102801,1192.1335336893,438.251117102801,2509.00000664452,1.00000000264827,1192.1335336893,0.475142899039183,514.999998835613,0.205261059719256,314.000000528816,0.125149462147795,1669.00000075483,0.665205261361035,435.000001702457,0.173375847629517,54.0000008577189,0.021522519273702,0,0,18.9999995753169,0.007572737973422,332.000001212581,0.132323635397601,711.999994337325,0.28377839551109,21.6347937602149,0.019386015914171,196.117154084262,0.175732216921382,882.359419047832,0.351677727799056,438.251117102801,0.174671628976804,165.109498606994,0.065806894622158,149.817687161266,0.059712111263956,665.817011177539,0.265371467189135,113.332041922956,0.045170204034658,14.5811050282791,0.005811520537377,0,0,2.3925305083394,0.000953579317792,86.2367280535399,0.034370955780606,195.113335341215,0.077765378772904,6.96292144386097,0.006239176921022,64.8515938930213,0.058110747215969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485,515,314,1669,435,54,0,19,332,712,22,210
48453001833,Texas,Travis,True,7089,2275,False,181,0.0255325,True,True,True,True,True,True,29.6999999999999,51213,True,True,True,True,True,False,False,True,3764.05350704118,7088.65127239795,3764.05350704118,1883.33184939436,4138.94018211658,1883.33184939436,7088.65127239795,0.999950807222169,4138.94018211658,0.583853883780023,1971.90253225248,0.278163708880305,796.951254569459,0.112420828688032,3929.82537768082,0.55435539253503,1020.95125339552,0.144019079333549,215.000001295935,0.030328678416693,4.0000000023283,0.000564254479098,97.999997176812,0.013824234331614,1820.87464681826,0.256859168686453,4177.80502491444,0.589336299183868,142.214131897635,0.062511706328631,715.778535285353,0.314627927597958,3764.05350704118,0.530971012419408,1883.33184939436,0.265669607757704,942.386568306013,0.132936460474822,499.945732214022,0.070524154635918,2112.83896363154,0.298044712037176,679.040166610851,0.095787863818712,141.734951604623,0.019993645310287,2.78025032812729,0.000392192174937,41.6237581315217,0.005871597987237,786.0354185272,0.110881001343941,1843.34263331815,0.260028584189329,80.7029307563498,0.035473815717077,422.004864921793,0.185496643921667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4511,1972,797,3930,1021,215,4,98,1821,4178,149,752
48453001834,Texas,Travis,True,8204,3549,False,6,0.0007314,False,False,False,False,True,False,10.8,66081,True,True,True,True,True,False,False,True,6877.16054161152,8203.19984879371,6877.16054161152,1678.03609063606,2106.74115093392,1678.03609063606,8203.19984879371,0.999902468161107,2106.74115093392,0.256794386998285,1876.73047736187,0.228757981150886,420.974731640235,0.051313351004417,4077.75572177822,0.497044822254781,1703.55363439018,0.20764915094956,1081.99156830994,0.13188585669307,13.9999999629799,0.001706484637126,56.99999941251,0.00694783025506,1268.89891903626,0.154668322651909,2620.73044172654,0.319445446334294,108.040644596559,0.030442559762344,257.875871615662,0.072661558640649,6877.16054161152,0.838269203024321,1678.03609063606,0.204538772627507,1537.31896529072,0.187386514540556,389.078079812563,0.047425411971302,3345.47685483967,0.407786062267148,1465.1183510981,0.178585854595088,1061.99941155246,0.129448977517365,12.9999999965075,0.001584592881096,49.9999995466205,0.006094587950588,941.565935383667,0.11476912913014,1866.88417882976,0.22755779849217,65.7888723243515,0.018537298485306,216.810023709771,0.061090454694216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068,1877,421,4078,1704,1082,14,57,1269,2621,106,268
48453001835,Texas,Travis,True,5000,1819,False,6,0.0012,True,True,True,False,False,True,30.8,46620,True,True,True,True,True,False,False,False,3154.25522454465,4721.32247789586,3154.25522454465,1576.72133326419,2435.02312502153,1576.72133326419,4721.32247789586,0.944264495579174,2435.02312502153,0.487004625004307,1412.41694589799,0.2824833891796,160.478823170065,0.032095764634013,2625.59191272045,0.525118382544091,762.452393274754,0.152490478654951,160.47882325761,0.032095764651522,0,0,65.4094329848885,0.013081886596978,1107.38992028869,0.221477984057739,2535.67017414287,0.507134034828575,0,0,243.075833209744,0.133631574057034,3154.25522454465,0.630851044908931,1576.72133326419,0.315344266652838,840.53258284277,0.168106516568554,103.738062543794,0.020747612508759,1879.69892406846,0.375939784813693,443.827274557203,0.088765454911441,100.55770031549,0.020111540063098,0,0,41.1626452580094,0.008232529051602,689.008699128404,0.137801739825681,1656.69096349791,0.331338192699583,0,0,166.930895728013,0.091770695837281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077,1518,170,2747,824,170,0,70,1189,2696,0,277
48453001839,Texas,Travis,True,7267,3116,False,0,0,False,False,False,False,False,False,10.1999999999999,72828,True,True,True,True,True,False,False,False,3662.79479467355,5857.68499362823,3662.79479467355,1037.05766463933,1799.48303542691,1037.05766463933,5857.68499362823,0.806066463964254,1799.48303542691,0.247623921209153,1450.83574453624,0.199647136994117,247.533569925299,0.034062690233287,2377.45879814616,0.3271582218448,941.962222629492,0.129621882844295,1621.98703184679,0.223198986080473,2.79510042583898,0.000384629204051,16.6585270780166,0.002292352700979,896.823297462349,0.123410389082476,1463.02773144318,0.201324856397851,83.9694740226472,0.026947841470683,78.4096055631045,0.025163544789186,3662.79479467355,0.504031208844579,1037.05766463933,0.142707811289298,1009.81928461533,0.138959582305674,154.398775268811,0.021246563268035,1403.48306331969,0.193131011878313,615.558863524347,0.084706049748775,1115.55197047814,0.153509284502291,0.787517227232456,0.0001083689593,10.1472792385029,0.00139635052133,517.266109005537,0.071180144351939,860.783304473839,0.118450984515459,44.9146879536431,0.014414213078833,43.358214300894,0.013914702920698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2031,1641,265,3060,1231,1797,6,26,1147,1921,114,108
48453001840,Texas,Travis,True,9004,2899,False,46,0.0051088,False,False,False,False,False,False,15.6999999999999,62902,True,True,True,True,True,False,False,False,4266.04055098361,8193.84430035074,4266.04055098361,1660.75362669345,2811.83518807864,1660.75362669345,8193.84430035074,0.910022689954547,2811.83518807864,0.312287337636455,2642.82898274259,0.293517212654664,342.347802436121,0.038021746161275,4055.11546339203,0.450368221167485,1541.10078029776,0.171157350099708,608.108544531336,0.067537599348216,4.99644369725138,0.000554913782458,74.6370068364558,0.008289316618887,1909.88606711301,0.212115289550535,3577.40483855894,0.397312843020762,47.404396953276,0.01635198239161,387.057347724151,0.133514090280839,4266.04055098361,0.473793930584586,1660.75362669345,0.18444620465276,1470.89218770326,0.163359860917732,192.870276022516,0.021420510442305,2096.94699003377,0.232890603069055,832.814891062153,0.092493879504904,225.262855704873,0.025018087039635,2.21768102888017,0.000246299536748,35.5725878225639,0.003950753867455,1073.22555798232,0.119194308971827,2081.57220836421,0.231183052905844,24.0427194168844,0.008293452713655,187.961736759428,0.064836749485832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3405,2885,368,4530,1604,682,5,88,2095,3963,57,462
48453001841,Texas,Travis,True,16495,5149,False,98,0.0059412,False,False,False,False,False,False,12.4,80088,True,True,True,True,True,False,False,False,12756.3724723737,15959.6946465987,12756.3724723737,3930.48782950538,4430.64374079704,3930.48782950538,15959.6946465987,0.967547417193013,4430.64374079704,0.268605258611522,5046.59359460902,0.305946868421281,1014.53437088424,0.061505569620142,8856.35948343514,0.536911760135504,2252.17977640325,0.136537118908958,2227.59320030924,0.135046571707138,21.4522160740743,0.001300528407037,126.005881648885,0.007639034959011,2476.10408618687,0.150112402921302,5499.10945024897,0.333380384980235,54.4989048658136,0.010584366841292,384.755875363407,0.074724388301303,12756.3724723737,0.773347831001742,3930.48782950538,0.238283590755101,4147.7682254101,0.251456091264632,675.975321924201,0.040980619698345,6712.77888102326,0.406958404426994,1793.89385765938,0.108753795553767,1914.84480495263,0.11608637799046,19.4714555891405,0.001180445928411,101.75681551966,0.006168949106982,2213.62664432335,0.134199857188442,4835.00355325274,0.293119342422112,38.1529328553625,0.007409775268084,298.46854739954,0.057966313342307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4932,5207,1050,9252,2323,2245,25,130,2520,5608,58,411
48453001842,Texas,Travis,False,7535,2445,False,5,0.0006636,False,False,False,False,False,True,14.5,57981,False,False,False,False,False,False,False,False,0,0,0,0,0,0,7387.48286785735,0.980422411129044,3432.85193321319,0.455587516020332,2406.54560489835,0.319382296602303,352.75684363563,0.046815772214417,4188.46667157107,0.555868171409566,1002.00150685256,0.132979629310228,524.745456231175,0.069641069174675,7.0000000304426,0.00092899801333,63.7887948507668,0.008465666204481,1601.48045412498,0.212538879114132,3122.50429145617,0.414400038680316,72.3946489017137,0.029609263354484,369.701365629678,0.151207102507026,6014.42880337489,0.798198912193086,3056.61287240522,0.40565532480494,2026.46145364525,0.268939808048474,281.750808244389,0.037392277139269,3118.61635564261,0.413884055161595,900.777339318417,0.119545765005762,505.250270091695,0.067053785015487,7.0000000304426,0.00092899801333,55.5503767922746,0.007372312779333,1427.2344980333,0.189414001066132,2664.51561527325,0.35361852890156,72.3946489017137,0.029609263354484,297.060756325257,0.121497241850821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4334,2442,362,4315,1006,525,7,67,1615,3160,79,433
48453001843,Texas,Travis,True,2272,917,False,0,0,False,False,False,False,False,False,15.6,86250,True,True,True,True,True,False,False,False,1054.85906748101,2271.99998331799,1054.85906748101,292.114668054506,587.21964923499,292.114668054506,2271.99998331799,0.999999992657569,587.21964923499,0.258459352656246,437.99999796381,0.192781689244635,191.99999881807,0.084507041733306,1492.00000845325,0.656690144565692,207.999999036046,0.091549295350373,202.000001258634,0.088908451258202,3.99999990874494,0.001760563340117,22.9999999124772,0.010123239398097,342.999998331254,0.150968309124672,676.999995600001,0.297975350176057,60.5720718327818,0.066054603961594,82.4916315130951,0.089958158683855,1054.85906748101,0.46428656139129,292.114668054506,0.128571596854976,205.505016250535,0.090451151518722,76.9601205780636,0.033873292507951,642.003697350621,0.282572049890238,99.8741661180974,0.043958699875923,132.018913528183,0.058106916165574,0.999835312366486,0.000440068359316,9.72714909166097,0.00428131562133,170.235321265878,0.074927518162798,321.913462516851,0.141687263431713,23.4617649420397,0.025585348900807,38.7246551197022,0.042229722049839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,438,192,1492,208,202,4,23,343,677,62,86
48453001844,Texas,Travis,True,3668,1561,False,184,0.0501636,True,True,True,False,False,True,14.3,43562,True,True,True,True,True,False,False,False,2539.17002725601,3667.99999904632,2539.17002725601,1145.42469817399,1652.94829267263,1145.42469817399,3667.99999904632,0.999999999740002,1652.94829267263,0.450640210652299,693.999993100762,0.189203923964221,285.999991469085,0.077971644348169,2228.99996966123,0.607688105142104,634.999996364116,0.173118864875713,221.999999450519,0.060523445869825,0,0,40.0000000093132,0.010905125411481,541.999994874,0.147764447893675,1134.99999946355,0.309432933332486,88.784658351913,0.056876783056959,144.184731647372,0.092366900478778,2539.17002725601,0.69224918954635,1145.42469817399,0.312274999502181,528.727288737893,0.144145934770418,146.555042594671,0.039955027970194,1539.33734506368,0.419666669864691,422.278894156217,0.115125107458075,160.227390544489,0.04368249469588,0,0,26.983154753223,0.00735636716282,390.34322297573,0.106418544977026,817.015460669994,0.222741401491274,54.7620388660579,0.035081383001959,98.9331474006175,0.063378057271376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581,694,286,2229,635,222,0,40,542,1135,87,144
48453001845,Texas,Travis,True,3111,1478,False,9,0.002893,False,True,False,False,False,True,20.1,75444,False,True,False,True,False,False,False,False,413.485018551349,2918.98867291957,413.485018551349,86.178983002901,756.851877854205,86.178983002901,2918.98867291957,0.938279869148046,756.851877854205,0.243282506542657,506.422429014928,0.162784451628071,231.84795225365,0.074525217696448,2099.07613622397,0.674727141184176,170.527698707766,0.054814432242934,216.459433043375,0.06957873129006,1,0.00032144005143,22.9034693165449,0.007362092355045,409.02192711085,0.131476029286677,753.053818214684,0.242061658056794,68.8978135322686,0.046615570725486,133.326453300658,0.090207343234546,413.485018551349,0.132910645628849,86.178983002901,0.027701376728673,42.493374440819,0.013659072465708,38.3415082027204,0.012324496368602,348.529385723173,0.112031303671866,22.7755431327968,0.007320971755962,22.3299485445022,0.007177739808583,0,0,0.129220157745294,0.000041536534151,19.7209229469299,0.006339094486316,59.5420162379741,0.019139188761805,13.1459796424023,0.008894438188364,23.225673337467,0.015714258009112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,899,537,271,2262,181,217,1,23,427,798,65,131
