CensusTract,State,County,Urban,POP2010,OHU2010,GroupQuartersFlag,NUMGQTRS,PCTGQTRS,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,PovertyRate,MedianFamilyIncome,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP
48453001706,Texas,Travis,True,3321,1743,False,0,0,False,False,False,False,False,False,4.7,114478,False,True,False,True,False,False,False,False,0,2156.47998887998,0,0,177.008177485957,0,2156.47998887998,0.64934657900632,177.008177485957,0.053299661995169,341.499225827486,0.102830239634895,374.747348156695,0.112841718806593,1964.40392345807,0.591509763161117,59.7825975236482,0.018001384379298,60.3839275462632,0.018182453341242,1.26934657990932,0.000382218181243,3.53869318962097,0.001065550493713,67.1015295014876,0.02020521815763,224.384109213482,0.06756522409319,26.6825202022937,0.015308387953123,4.29176839069714,0.002462288233332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,508,569,2976,90,112,2,12,129,369,51,7
48453001707,Texas,Travis,True,4305,2269,False,10,0.0023229,False,False,False,False,False,False,9.5,101917,False,True,False,True,False,False,False,False,0,3248.0529173871,0,0,675.930898243634,0,3248.0529173871,0.754483836791429,675.930898243634,0.157010661612923,491.95472176178,0.114275196692632,697.994394374007,0.162135747822069,2868.7136739958,0.666367868523997,53.9900883433801,0.012541251647707,120.52420653907,0.027996331367961,1,0.000232288037166,17.9888161721883,0.004178586799579,185.836181132995,0.043167521749825,437.337386053521,0.101588242985719,14.4955428062239,0.00638851600098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,959,651,899,3766,79,178,1,25,256,602,22,0
48453001712,Texas,Travis,True,4008,1856,False,153,0.0381737,False,True,False,True,True,True,13.6999999999999,61574,False,True,False,True,False,False,False,True,32.4189752936363,3189.80519180127,32.4189752936363,18.0891897827386,1481.69415969186,18.0891897827386,3189.80519180127,0.795859578792734,1481.69415969186,0.369684171579806,646.980255036469,0.161422219320476,557.925764145154,0.139203034966356,2395.48856649739,0.597676788048253,122.190877141489,0.030486745793785,58.7579898727126,0.01466017711395,11.9942836830578,0.002992585749266,31.9598828136258,0.00797402265809,569.413553960272,0.142069249990088,1072.35181519453,0.267552848102428,187.39671817499,0.100968059361525,162.804514669136,0.087717949713974,32.4189752936363,0.008088566690029,18.0891897827386,0.004513270903877,3.42372424155473,0.000854222615158,10.4649820327758,0.002611023461271,31.7273986935615,0.007916017638114,0.009498672559857,0.000002369928283,0.615587174892426,0.000153589614494,0,0,0.009498672559857,0.000002369928283,0.056992035359144,0.0000142195697,5.06717748939991,0.001264265840669,1.76398343034088,0.000950422106865,2.20756209827959,0.001189419233987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1798,742,795,3120,134,75,12,35,632,1229,265,230
48453001713,Texas,Travis,True,3986,1763,False,4,0.0010035,False,True,False,True,True,True,15.9,60833,False,True,False,True,False,False,False,True,108.182417154312,2880.64728395454,108.182417154312,26.8240400552749,800.282611952628,26.8240400552749,2880.64728395454,0.722691240329791,800.282611952628,0.200773359747273,525.553498747991,0.131849849159055,400.567202232021,0.100493527905675,2281.31333679705,0.572331494429769,125.029802767327,0.031367236017894,58.334290787141,0.014634794477456,0,0,31.7811643947788,0.007973197289207,384.188699821708,0.096384520778151,775.696881603449,0.194605339087669,122.543986792908,0.069508784340845,98.9105160967155,0.05610352586314,108.182417154312,0.027140596375894,26.8240400552749,0.00672956348602,7.02480687201023,0.001762370013048,13.8322359919548,0.003470204714489,92.3154141902923,0.023159913243927,2.87794066313654,0.000722012208514,3.27183133363723,0.000820830741003,0,0,0.343624711036682,0.000086207905428,9.37360328435897,0.00235163153145,19.3519665449857,0.004854984080528,7.42898918688297,0.004213833912015,4.32019644975662,0.002450480118977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,714,502,3104,178,68,1,41,594,1175,175,152
48453001714,Texas,Travis,True,13159,5397,False,209,0.0158827,False,False,False,False,True,False,7.5,114643,True,True,True,True,True,False,False,True,9194.24469189879,12376.5440404691,9194.24469189879,1460.78842367923,1875.58694093157,1460.78842367923,12376.5440404691,0.94053834185494,1875.58694093157,0.142532634769479,3198.46045083781,0.243062577007205,779.854570984343,0.059263969221395,9132.20424885298,0.69398922781769,409.525934992754,0.031121356865473,2046.93884526169,0.155554285679891,5.50022625911515,0.000417982085198,40.6655069331401,0.003090318940128,741.709274592328,0.056365170194721,1373.74509837022,0.104395858224046,183.513357510163,0.034002845564233,266.345539993916,0.049350665183235,9194.24469189879,0.69870390545625,1460.78842367923,0.111010595309616,2517.68705180058,0.191328144372717,587.238152164236,0.044626350951002,6586.07318785902,0.500499520317579,297.124017703048,0.022579528665024,1730.85279487186,0.131533763574122,4.15391492133494,0.000315671017656,27.4418943814234,0.002085408798649,548.598887904699,0.041690013519621,960.658630830969,0.07300392361357,133.37177256864,0.024712205404603,191.604744885217,0.035502083543676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,3348,828,9756,443,2112,6,47,795,1476,180,279
48453001716,Texas,Travis,True,5039,2353,False,0,0,False,False,False,False,False,False,5.1,132083,True,True,True,True,True,False,False,False,5019.49066257522,5038.99990654037,5019.49066257522,423.551717574873,424.411892469206,423.551717574873,5038.99990654037,0.999999981452744,424.411892469206,0.084225420216155,1026.99998781731,0.203810277399745,443.999996115725,0.08811272000709,4417.99994293483,0.87676125083049,85.9999990730648,0.017066878164927,301.999996501443,0.059932525600604,5.00000001117587,0.000992260371339,19.9999996472106,0.003969041406472,207.999996705781,0.041278030701683,470.99999019075,0.093470924824519,26.2568385819197,0.01115887742538,24.0479552143462,0.010220125462961,5019.49066257522,0.996128331529118,423.551717574873,0.084054716724523,1024.06264100125,0.203227354832556,443.561586139064,0.088025716638036,4402.26102510723,0.873637829947853,85.1670201092128,0.016901571762098,300.202515679833,0.059575811803896,5.00000001117587,0.000992260371339,19.9561586502895,0.003960341069714,206.903971775303,0.041060522281267,468.194166387802,0.092914103272039,26.0570761220754,0.01107398050237,23.9305633635468,0.010170235173628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,1027,444,4418,86,302,5,20,208,471,28,26
48453001718,Texas,Travis,True,5442,2800,False,6,0.0011025,False,False,False,False,True,False,7.7,117417,False,True,False,True,False,False,False,True,1.95309245586395,1709.67731545865,1.95309245586395,0.189345598220825,177.797984429635,0.189345598220825,1709.67731545865,0.314163417026581,177.797984429635,0.032671441460793,273.433312735985,0.050245004177873,353.704461047891,0.06499530706503,1584.19468702748,0.291105234661427,25.0109506766311,0.004595911553956,45.2862847649957,0.00832162527839,0,0,2.89514155127108,0.000531999550031,52.2902828907826,0.009608651762364,108.978102793451,0.020025377213056,109.387173221912,0.039066847579254,8.32786365365609,0.002974237019163,1.95309245586395,0.000358892402768,0.189345598220825,0.000034793384458,0.124907076358795,0.000022952421235,0.480702966451645,0.000088332040877,1.74869906902313,0.000321333897285,0.068131133913994,0.000012519502741,0.045420754700899,0.000008346334932,0,0,0.007570125628263,0.000001391055794,0.083271384239197,0.000015301614156,0.143832385540009,0.00002643005982,0.248365953564644,0.000088702126273,0.012688217684627,0.000004531506316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,827,761,4564,78,564,0,15,221,470,196,28
48453001719,Texas,Travis,True,3793,1602,False,0,0,False,False,False,False,False,False,3.4,156531,True,True,True,True,True,False,False,False,2920.50728974677,3792.99998400546,2920.50728974677,182.944079062915,249.493574153646,182.944079062915,3792.99998400546,0.999999995783144,249.493574153646,0.06577737256885,816.999995890422,0.215396782465179,677.999998844228,0.178750329249731,3438.0000006773,0.906406538538704,38.9999996074475,0.010282098499195,226.000001370906,0.059583443546245,0,0,4.99999997625127,0.001318217763314,84.9999993694946,0.022409701916555,298.999998465529,0.078829422216064,9.22356087784282,0.005757528637854,12.323076861021,0.007692307653571,2920.50728974677,0.769972921103817,182.944079062915,0.048232027171873,621.677631587139,0.16390130018116,512.62690168526,0.135150778192792,2658.58635371108,0.700919154682596,29.9449931615963,0.007894804419087,161.122145866975,0.042478815150798,0,0,4.65634103724733,0.001227614299301,66.1974807519,0.017452539085658,253.54863857699,0.066846464164775,6.51683049031999,0.004067934138777,9.57885538336813,0.005979310476509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,817,678,3438,39,226,0,5,85,299,10,13
48453001722,Texas,Travis,True,3592,2297,False,2,0.0005568,False,False,False,False,False,False,5.8,64931,False,True,False,True,False,False,False,False,21.8332667350769,1076.93708202242,21.8332667350769,2.85582822561264,187.894148962572,2.85582822561264,1076.93708202242,0.299815445997335,187.894148962572,0.052309061515193,113.02024002932,0.031464432079432,77.487464052625,0.021572233867657,868.124354615807,0.241682726786138,29.6925075519829,0.008266288293982,116.337609541602,0.03238797593029,0.225043999031186,0.000062651447392,2.33614576933905,0.000650374657388,60.2214349182322,0.016765432883695,130.468149553984,0.03632186791592,52.2303205020725,0.022738493905996,19.3703433874761,0.00843288784827,21.8332667350769,0.006078303656759,2.85582822561264,0.00079505240134,4.0387932062149,0.001124385636474,3.25290787220001,0.000905597959967,19.4092745780944,0.005403472878089,0.687873624265194,0.000191501565775,1.37574724853038,0.000383003131551,0,0,0,0,0.360371619462967,0.000100326174683,0.807997487485409,0.000224943621238,0.744365528225899,0.000324059872976,0.268094427883625,0.00011671503173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,313,202,2786,130,425,3,14,234,519,212,70
48453001728,Texas,Travis,True,6952,2888,False,19,0.002733,False,False,False,False,False,False,7.2,77696,True,True,True,True,True,False,False,False,1493.52395409694,4620.44569845101,1493.52395409694,353.251707546878,857.362655143719,353.251707546878,4620.44569845101,0.664621072849686,857.362655143719,0.123326043605253,877.248957574716,0.12618655891466,372.983272413592,0.05365121870161,3718.7049775432,0.534911533018298,190.178075500905,0.027355879675044,122.481998823794,0.017618239186392,3.88489816062792,0.000558817341862,26.7157470526653,0.003842886515055,558.480007513833,0.080333717996812,1328.19518363563,0.191052241604665,83.4472370596122,0.028894472666071,103.461904595209,0.035824759208868,1493.52395409694,0.21483371031314,353.251707546878,0.050812961384764,288.073638439062,0.041437519913559,92.5396155117632,0.013311222024132,1191.49039620824,0.171388146750323,52.6212472152801,0.00756922428298,30.6952739169137,0.004415315580684,0.822831546000089,0.000118358968067,10.4003923026393,0.001496028812232,207.493807741382,0.029846635175688,436.524685581156,0.062791237856898,33.9687883286023,0.011762045820153,34.0850660292308,0.011802308181867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1629,1329,676,5501,362,157,4,54,874,2148,131,161
48453001729,Texas,Travis,True,4607,2066,False,0,0,False,False,False,False,False,False,5.8,77131,True,True,True,True,True,False,False,False,1372.07851102948,4318.46177724003,1372.07851102948,133.492557054385,567.791853870265,133.492557054385,4318.46177724003,0.93736960652052,567.791853870265,0.123245464265306,789.863519689068,0.171448560818118,270.220219604671,0.058654269503944,3269.17026073858,0.709609346806725,162.267818922642,0.035222014092173,123.548244372941,0.026817504747762,0,0,25.2705160273471,0.00548524333131,738.204911965876,0.160235492069867,1398.73373382352,0.303610534799983,7.70097587228519,0.003727481061125,39.6538334992364,0.019193530251325,1372.07851102948,0.297824725641303,133.492557054385,0.028976027144429,251.249785330146,0.054536528181061,42.3399720694869,0.009190356429235,1000.76821568608,0.217227743799888,65.0433330792002,0.014118370540308,63.4284871593117,0.013767850479555,0,0,7.74758635147009,0.001681698795631,235.090876912698,0.051029059455763,418.913627400994,0.090929808422182,0.721913686022162,0.000349425791879,13.3112997066928,0.006443029867712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634,835,291,3484,177,131,0,27,788,1498,12,44
48453001733,Texas,Travis,False,3268,1227,False,9,0.002754,False,False,False,False,False,False,5.2,123750,False,False,False,False,False,False,False,False,0,0,0,0,0,0,3267.99992767011,0.999999977867232,539.951633313845,0.165223878003013,735.999987800867,0.225214194553509,463.999987727962,0.141982860381873,2927.99992744438,0.8959608101115,23.9999991928743,0.007343941001492,82.9999974498459,0.025397796037285,7.99999976764957,0.002447980345058,20.9999996680453,0.006425948490834,203.999999015024,0.062423500310595,485.999995852267,0.148714809012322,31.8804419406606,0.025982430269487,109.603327772856,0.089326265503551,3259.26456800138,0.997326979192589,535.99323249812,0.164012617043488,733.649112050683,0.224494832328851,463.13387557771,0.141717832184122,2921.93714253418,0.894105612770557,23.9010149458008,0.007313652064199,82.9999974498459,0.025397796037285,7.99999976764957,0.002447980345058,20.9752536062769,0.006418376256511,201.451154558351,0.061643560146374,481.916895563161,0.147465390319205,31.642997588302,0.025788914089896,109.329229071081,0.089102876178551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,776,736,464,2928,24,83,8,21,204,486,44,118
48453001737,Texas,Travis,True,10039,3819,False,0,0,False,False,False,False,False,False,2.4,121165,True,True,True,True,True,False,False,False,2249.73612080141,7764.2350084973295,2249.73612080141,126.199870086275,505.641093340996,126.199870086275,7764.2350084973295,0.773407212720125,505.641093340996,0.050367675400039,2228.07976004823,0.221942400642319,469.846757878047,0.046802147412894,6398.35544366557,0.6373498798352,168.373161056477,0.016771905673521,763.413401675061,0.076044765581737,3.38535585347563,0.000337220425687,49.9173478296725,0.004972342646645,380.790299542638,0.037931098669453,1134.00137341654,0.112959594921461,0,0,33.9523524010003,0.008890377690757,2249.73612080141,0.224099623548304,126.199870086275,0.012570960263599,690.248748412355,0.068756723619121,153.493836100678,0.01528975357114,1874.27550673857,0.186699422924452,55.4205337525345,0.00552052333425,180.121400975622,0.017942165651521,1.68411730695515,0.000167757476537,20.5187004143372,0.002043898835973,117.715850893873,0.011725854257782,349.31523186434,0.034795819490421,0,0,8.95429428469651,0.002344669883398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,725,2896,599,8244,196,1019,4,71,505,1493,0,47
48453001738,Texas,Travis,True,6647,2679,False,0,0,False,False,False,False,True,False,4.8,111723,True,True,True,True,True,False,False,True,3363.74965624511,6487.53957009688,3363.74965624511,521.02166494634,1022.62252902158,521.02166494634,6487.53957009688,0.976010165502765,1022.62252902158,0.153847228677837,1584.77026678668,0.238418875701321,646.741075587924,0.097298191001644,5671.92724005319,0.853306339710124,143.359853455331,0.021567602445514,313.383423355408,0.047146595961397,15.0000003801251,0.002256657195746,21.6936907297058,0.003263681469792,322.175341132679,0.048469285562311,1014.47422694345,0.152621367074387,102.050559791059,0.038092780810399,31.5133228791492,0.011763091780198,3363.74965624511,0.506055311606005,521.02166494634,0.078384483969662,817.687725994735,0.123016056265193,345.851364055182,0.052031196638361,2957.08439342677,0.444875040383147,65.8008764208061,0.009899334499896,150.648294078186,0.022664103216216,7.27053886814974,0.001093807562532,13.1600061730423,0.001979841458258,169.78554736718,0.02554318449935,522.793080083094,0.078650982410575,63.0195776359178,0.023523545216841,16.8028609483444,0.006272064557053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,1612,678,5823,145,317,15,22,325,1029,107,33
48453001740,Texas,Travis,True,4114,1688,False,0,0,False,False,False,False,False,False,7,95806,False,True,False,True,False,False,False,False,295.10086145663,3588.2369208675,295.10086145663,51.346258742742,611.765748962767,51.346258742742,3588.2369208675,0.872201487814171,611.765748962767,0.148703390608354,894.743583535986,0.217487502074863,231.73355417189,0.056328039419516,2909.93836863704,0.707325806669189,116.625064224507,0.028348338411402,258.908215760095,0.062933450597981,3.21967735456496,0.000782614816375,18.8420671895146,0.004579987163227,280.703517183766,0.06823128759936,815.339413038049,0.198186536956259,12.5278149848195,0.007421691341718,16.6083425474224,0.009839065490179,295.10086145663,0.071730885137732,51.346258742742,0.012480860170817,73.534003008368,0.017874089209618,28.9669109885844,0.007041057605392,249.69801605858,0.060694704924303,6.83442180176734,0.001661259553176,20.360188127337,0.004949000517097,0.498770030338392,0.000121237246072,1.49623556435108,0.000363693622837,16.2132281382691,0.003940988852277,60.5883714468818,0.014727363015771,0.872370586457237,0.000516807219465,1.21996066258162,0.000722725511008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,1027,267,3347,133,285,4,19,326,937,14,21
48453001741,Texas,Travis,True,3645,1620,False,0,0,False,False,False,False,False,False,6.4,105595,True,True,True,True,True,False,False,False,3644.99995491825,3644.99995491825,3644.99995491825,547.587657433645,547.587657433645,547.587657433645,3644.99995491825,0.999999987631894,547.587657433645,0.150229809995513,695.999993480567,0.190946500269017,417.999996189497,0.114677639558161,3215.99995355564,0.882304514007035,36.9999997950017,0.010150891576132,102.999998427711,0.028257887085792,4.99999983789734,0.00137174206801,16.9999999111246,0.004663923158059,266.99999767117,0.073251028167674,461.999994733018,0.126748969748428,9.8353958422143,0.006071232001367,102.303954254441,0.063150589045951,3644.99995491825,0.999999987631894,547.587657433645,0.150229809995513,695.999993480567,0.190946500269017,417.999996189497,0.114677639558161,3215.99995355564,0.882304514007035,36.9999997950017,0.010150891576132,102.999998427711,0.028257887085792,4.99999983789734,0.00137174206801,16.9999999111246,0.004663923158059,266.99999767117,0.073251028167674,461.999994733018,0.126748969748428,9.8353958422143,0.006071232001367,102.303954254441,0.063150589045951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,696,418,3216,37,103,5,17,267,462,9,91
48453001742,Texas,Travis,False,5453,2053,False,0,0,False,False,False,False,False,False,18.3999999999999,89853,False,False,False,False,False,False,False,False,0,0,0,0,0,0,5190.73551286131,0.95190455031383,1648.79413332259,0.302364594410893,1363.00068735263,0.249954279727239,234.880258416819,0.043073584892136,4222.87142021291,0.7744125105837,36.6427732465203,0.006719745689808,78.7322358455346,0.014438334099676,4.00000009085897,0.00073354118666,33.3569551583641,0.006117174978611,815.132120536487,0.149483242350355,1588.98794200865,0.291397018523502,0,0,151.404807670456,0.07374807972258,4543.74848762274,0.833256645447046,1480.83085900294,0.271562600220602,1196.23260167918,0.219371465556424,190.891818912762,0.035006752047086,3641.63176260971,0.667821705961803,26.6267254838135,0.004882949841154,56.2080810157419,0.01030773537791,4.00000009085897,0.00073354118666,31.0789279978052,0.00569941830145,784.202986851647,0.143811294122804,1516.62485313683,0.278126692304573,0,0,131.295438471548,0.063952965646151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1424,255,4461,40,85,4,35,828,1629,0,167
48453001745,Texas,Travis,True,2322,1008,False,12,0.005168,False,False,False,False,True,False,8.8,93611,True,True,True,True,True,False,False,True,1615.28660384565,2322.00000677304,1615.28660384565,395.634039873955,568.610995868424,395.634039873955,2322.00000677304,1.0000000029169,568.610995868424,0.244879843181923,478.999997364706,0.206287681896945,357.000002103741,0.153746770931844,1982.99999929452,0.854005167654833,127.999999771767,0.055124892235903,82.9999989494681,0.035745046920529,0,0,7.00000001117587,0.003014642554339,120.999999607214,0.05211024961551,346.999995896359,0.149440136044944,110.418899247422,0.109542558777205,81.0168221378553,0.080373831485968,1615.28660384565,0.695644532233271,395.634039873955,0.170385030092143,300.360075623262,0.129354037736117,286.819378055632,0.123522557302167,1443.52863446623,0.621674691845922,36.152993531432,0.015569764656086,69.3516643643379,0.029867211181885,0,0,4.00105936080217,0.001723109113179,62.2522429034579,0.026809751465744,178.932300407206,0.077059560898883,81.3846070263534,0.080738697446779,58.2824713102309,0.057819912014118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659,479,357,1983,128,83,0,7,121,347,121,86
48453001746,Texas,Travis,True,3916,1662,False,114,0.0291113,False,False,False,False,False,False,7.4,74722,False,True,False,True,False,False,False,False,137.772244215011,3185.861023603,137.772244215011,40.8598161339759,877.232075454201,40.8598161339759,3185.861023603,0.813549801737234,877.232075454201,0.224012276673698,672.318767724675,0.171685078581378,179.273312477322,0.045779701858356,2447.86464537028,0.625093116795271,186.362682894978,0.047590062026297,124.482070790953,0.031788067106985,1.99243012350052,0.000508792166369,15.208959490701,0.003883799665654,409.950251500122,0.104685968207386,995.790052785072,0.254287551783726,58.3028556192293,0.035079937195686,103.590532956674,0.062328840527481,137.772244215011,0.035181880545202,40.8598161339759,0.010434069492844,24.1584428548812,0.006169163139653,14.4630296677351,0.00369331707552,113.863850593566,0.029076570631657,5.47286232560873,0.001397564434527,4.34839671850204,0.001110417956717,0.062166480347514,0.000015874994981,0.124332960695028,0.000031749989963,13.9006339609622,0.003549702237222,39.8129860758781,0.010166748231838,2.66367935761809,0.001602695161022,4.50659515708684,0.002711549432664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1042,818,305,3023,223,136,4,19,511,1224,74,130
48453001747,Texas,Travis,True,5105,1989,False,8,0.0015671,False,False,False,False,False,False,16.5,70281,False,True,False,True,False,False,False,False,195.575974702835,2281.18214252591,195.575974702835,66.0723216831684,732.82640158385,66.0723216831684,2281.18214252591,0.446852525470306,732.82640158385,0.143550715295563,480.762190539389,0.094174767980292,301.622002422809,0.059083643961373,1777.92052650451,0.348270426347604,139.271625046618,0.02728141528827,68.769660655409,0.013471040285095,1.5534654748626,0.000304302737485,15.6028334610164,0.003056382656418,278.064036178402,0.054468959094692,745.244194809347,0.145983191931312,50.2720219157636,0.025275023587614,153.552665222436,0.077200937768947,195.575974702835,0.038310670852661,66.0723216831684,0.012942668302286,47.8656003028154,0.00937621945207,18.5621188282966,0.00363606637185,138.859780967235,0.027200740640007,15.6133286599069,0.003058438522998,5.40450635552406,0.001058669217537,0.109821312129498,0.000021512499927,1.70723877847194,0.000334424834177,33.881300445646,0.00663688549376,78.9238464236259,0.015460107036949,4.50134364888072,0.002263118978824,12.6470322087407,0.0063584877872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,1273,468,3830,354,120,5,42,754,1992,70,338
48453001748,Texas,Travis,True,5492,2268,False,15,0.0027312,False,False,False,False,False,False,9.69999999999999,81700,False,True,False,True,False,False,False,False,360.320905692875,4433.24472162709,360.320905692875,59.9031013343483,1219.83671228651,59.9031013343483,4433.24472162709,0.807218631031882,1219.83671228651,0.222111564509562,1029.28556646546,0.187415434534862,228.56223542965,0.041617304338975,3569.56462212861,0.649957141684016,184.83162292093,0.033654701915683,194.903118919814,0.035488550422399,2.72918713457329,0.000496938662522,27.2778359553776,0.004966831018823,453.9383182046,0.08265446434898,1253.45716988388,0.228233279294225,9.99403479667307,0.004406540915641,46.3093995851122,0.020418606519009,360.320905692875,0.065608322231041,59.9031013343483,0.010907338189066,85.6179633103311,0.015589578170126,32.7451324816793,0.005962332935484,309.709317192435,0.056392810850771,6.8911505639553,0.001254761573918,15.3979677902534,0.002803708628961,0,0,1.78528327867388,0.000325069788542,26.5371883367188,0.004831971656358,68.6406147107481,0.012498291098097,0.145022032316774,0.000063942695025,3.50407733162865,0.001545007641812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827,1247,360,4435,230,219,3,34,571,1556,13,60
